c,f,l,r,id
,Bart,Ramselaar,75,227633
,Sander,Berge,75,228092
Borja Mayoral,Borja,Mayoral Moya,75,228635
,Brandley,Kuwas,75,228666
Borja Valle,Borja,Valle Balonga,75,229037
,Mauricio,Lemos,75,229270
Palhinha,João Maria,Palhinha Gonçalves,75,229391
Sergi Guardiola,Sergio,Guardiola Navarro,75,229624
,Mathias,Jensen,75,229723
Córdoba,Iñigo,Córdoba Kerejeta,75,229764
,Tom,Davies,75,230005
,Youssef,Aït Bennasser,75,230042
,Mijat,Gaćinović,75,230564
Renato Sanches,Renato Júnior,Luz Sanches,75,230767
,Nahitan,Nández,75,230965
,Ludovic,Blas,75,231102
,Kelvin,Amian,75,231235
Miguel Silva,João Miguel,Macedo da Silva,75,231545
Lato,Antonio,Latorre Grueso,75,232008
,Çağlar,Söyüncü,75,232119
Wesley,Wesley Moraes,Ferreira da Silva,75,232381
,Luka,Jović,75,232432
Bernardo,Bernardo,Fernandes,75,232805
Felipe Vizeu,Felipe dos Reis,Vizeu do Carmo,75,233299
,Ramadan,Sobhi,75,233601
Tchê Tchê,Danilo,das Neves Pinheiro,75,234201
,Josip,Brekalo,75,234711
,Zack,Steffen,75,234777
,Panagiotis,Retsos,75,234986
,Achraf,Hakimi,75,235212
,Diadie,Samassékou,75,235424
,Ghislain,Konan,75,235634
,Guus,Til,75,235663
,Răzvan,Marin,75,235813
,Ryan,Sessegnon,75,235883
Marc Roca,Marc,Roca Junqué,75,235945
,Alberth,Elis,75,236245
,Erick,Cabaco,75,236331
,Tomáš,Souček,75,236792
,Justin,Kluivert,75,236920
,Juan Camilo,Hernández,75,237034
Yuri Ribeiro,Yuri,Oliveira Ribeiro,75,237211
,Omar,Kharbin,75,237303
,Christian,Luyindama,75,237556
,Alan,Franco,75,237604
Wendel,Marcus Wendel,Valle da Silva,75,238359
Carlitos,Carlos Daniel,López Huesca,75,239212
Pablo Santos,Pablo,Renan dos Santos,75,239872
Éder Militão,Éder,Gabriel Militão,75,240130
Francis,Francisco,Guerrero Martín,75,240898
Unai Núñez,Unai,Núñez Gestoso,75,240900
,Marcelo,Saracchi,75,240976
,Junior,Firpo,75,241184
Dani Raba,Daniel,Raba Antolin,75,241463
Martín,Martín,Aguirregabiria,75,241827
Júnior Moraes,Aluísio Chaves,Rib. Moraes Júnior,75,243238
,Uroš,Račić,75,244253
Dani Olmo,Daniel Olmo,Carvajal,75,244260
,Vitaliy,Buyalskyi,75,244373
,Dario,Dainelli,74,7647
,Claudio,Pizarro,74,25420
,Fabricio,Coloccini,74,48745
,Étienne,Didot,74,49488
,Jakob,Poulsen,74,49756
,Chris,Brunt,74,52306
,Craig,Gordon,74,53110
,Lee,Grant,74,53739
,Tom,Huddlestone,74,54033
,Renaud,Cohade,74,112365
,Arouna,Koné,74,122849
,Jesper,Hansen,74,132740
Alexis,Alexis,Ruano Delgado,74,135742
,Giampaolo,Pazzini,74,137361
,Alessandro,Rosina,74,137460
,Roman,Hubník,74,138460
,Serkan,Kırıntılı,74,144172
Bruno Saltor,Bruno,Saltor Grau,74,145047
,Artem,Rebrov,74,148212
,Steven,Davis,74,151508
,Christophe,Berra,74,156975
,Ibrahim,Afellay,74,158372
,Nana,Asare,74,158375
,Jean,Beausejour,74,158851
,Alaixys,Romao,74,159175
,Marvin,Matip,74,161644
,Daniele,Padelli,74,162297
,Oleksandr,Kucher,74,162508
,Pablo,Barrientos,74,162932
,Younès,Kaboul,74,163418
,Daniel,Congré,74,163665
Eduardo,Eduardo,dos Reis Carvalho,74,163873
,Alessandro,Diamanti,74,163925
,Ismael,Sosa,74,165531
,Marco,Ruben,74,165560
,Asamoah,Gyan,74,168320
Carmona,Carlos,Carmona Bonet,74,168379
,Aldo Leão,Ramírez,74,168567
,Ron,Vlaar,74,168585
,Luke,Freeman,74,169078
,Shane,Long,74,169216
,Sergio,Floccari,74,169386
,Danny,Simpson,74,169600
,Felix,Bastians,74,170159
,Paul,Aguilar,74,171378
,Mike,Jensen,74,172517
,Marco,Andreolli,74,172835
,Adrian,Mariappa,74,172953
Joselu,José Luis,Sanmartín Mato,74,173608
,Mariano,Andújar,74,173857
,Johnny,Herrera,74,174542
,Kei,Kamara,74,176048
,Sacha,Kljestan,74,176062
,Dax,McCarty,74,176071
,Duško,Tošić,74,176377
,Daniel,Kolář,74,176652
,Andreas,Beck,74,176687
,Manuel,Iturra,74,176903
,Gustav,Svensson,74,177448
,Tobias,Sippel,74,177475
,Ludovic,Baal,74,177481
,Gaëtan,Bong,74,177766
,Kamil,Grosicki,74,177922
,Diego,Biseswar,74,178090
,Stefano,Okaka,74,178091
,Jirès,Kembo-Ekoko,74,178249
Ivo,Olívio,da Rosa,74,178253
,Alessio,Cerci,74,178393
,Erik,Pieters,74,178567
,Fernando,Forestieri,74,178628
,Taras,Mykhalyk,74,179515
,Gary,Hooper,74,179574
,Tim,Matavž,74,181780
,Alexandru,Epureanu,74,182133
,Lucas,Barrios,74,183177
,Valentin,Stocker,74,183187
,Milan,Škoda,74,183211
,Aurélien,Chedjou,74,183284
,Yohan,Benalouane,74,183288
,Georg,Margreitter,74,183795
,Gregory,van der Wiel,74,183937
,Juan,Forlín,74,183969
,Jean-Armel,Kana-Biyik,74,183975
Castro,André,Castro Pereira,74,184133
,Jonathan,Biabiany,74,184312
,Cristian,Lema,74,215228
,Jonathan,Silva,74,215322
,Leonardo,Jara,74,215331
Jason,David Jason,Remeseiro Salgueiro,74,215616
,Damir,Kreilach,74,215886
Rafael Vaz,Rafael,Vaz dos Santos,74,215901
,Fernando,Monetti,74,215985
,Ignacio,Fernández,74,215998
,Damián,Musto,74,216019
,Federico,Carrizo,74,216055
,Antonio,Di Gaudio,74,216079
,Anwar,El Ghazi,74,216433
Álvaro García,Álvaro,García Rivera,74,216447
,Juan Pablo,Añor,74,216468
,Franco,Mussis,74,216706
,Kendall,Waston,74,216811
Álex Moreno,Alexandre,Moreno Lopera,74,217036
Zainadine,Zainadine,Chavango Júnior,74,217235
,Didier,Ndong,74,218359
Pozo,José Ángel,Pozo la Rosa,74,218746
,Ignacio,Pussetto,74,219536
,Luca,Rizzo,74,219758
Chema Rodríguez,José Manuel,Rodríguez Benito,74,219777
,Hamari,Traoré,74,219789
,Mubarak,Wakaso,74,188337
,Riccardo,Meggiorini,74,188506
,Benoît,Poulain,74,188727
,Cristian,Álvarez,74,188938
,Jake,Livermore,74,189059
,Miguel Angel,Britos,74,189067
,Eloy,Room,74,189084
,Ryan,Jack,74,189218
Daniel Candeias,Daniel João,Santos Candeias,74,189468
,Olcay,Şahan,74,189491
Ramalho,Jonás,Ramalho Chimeno,74,189576
,Aaron,Cresswell,74,189615
,Jan,Kovařík,74,189650
Da Costa,Angelo Esmael,da Costa Júnior,74,189707
,İsmail,Köybaşı,74,189930
,Vincent,Manceau,74,189946
Fernandão,José Fernando,Viana de Santana,74,190024
,Timothée,Kolodziejczak,74,190034
,Nicola,Rigoni,74,190330
Etxeita,Xabier,Etxeita Gorritxat.,74,190507
Míchel,Miguel Ángel,Herrero Javaloyas,74,190535
,Osvaldo,Martínez,74,190536
,Antonio,Ríos,74,190636
,Isaac,Brizuela,74,190653
,Manuel,Gulde,74,190666
,Matt,Besler,74,190772
,Omar,Elabdellaoui,74,190824
,Kévin,Théophile-Catherine,74,190868
,Luigi,Sepe,74,191011
,Alejandro,Bedoya,74,191173
,Salman,Al Faraj,74,191269
,Takashi,Usami,74,191388
,Lucas,Orbán,74,191488
,Diego,Arismendi,74,191726
,Niklas,Hult,74,192102
Renatinho,Renato,Ribeiro Calixto,74,192349
,Luciano,Narsingh,74,192362
,Fabián,Rinaudo,74,192371
,Milton,Caraglio,74,192373
Rafael,Rafael,Cabral Barbosa,74,192397
,Artur,Ioniţă,74,192587
,Mato,Jajalo,74,192612
David Simão,David Martins,Simão,74,192636
,Allan,Nyom,74,192667
Marc Muniesa,Marc,Muniesa Martínez,74,192766
,Diego,Falcinelli,74,193077
,Bram,Nuytinck,74,193091
,Heinz,Lindner,74,193247
,Joel,Obi,74,193337
,Diafra,Sakho,74,193554
,Francesco,Bardi,74,193786
,Conor,Hourihane,74,193849
,Filip,Đuričić,74,193881
,Lasse,Sobiech,74,194053
,Yuto,Nagatomo,74,194359
,Gonzalo,Jara,74,194795
,Bill,Hamid,74,194904
Tiago Pinto,Tiago Miguel,Baía Pinto,74,194979
,James,Tavernier,74,195479
,Cheick,Doukouré,74,195698
Suk Hyun Jun,Hyun Jun,Suk,74,195912
,José Pedro,Fuenzalida,74,196069
Anselmo,Anselmo,de Moraes,74,197402
,Giannelli,Imbula,74,197681
,Giulio,Donati,74,197786
,Dedryck,Boyata,74,197837
,Lorenzo,Crisetig,74,197926
Ximo Navarro,Joaquín,Navarro Jiménez,74,198023
,Antonino,Ragusa,74,198136
,Sergio,Araujo,74,198145
,Greg,Cunningham,74,198190
,Billy,Ketkeophomphone,74,198264
,Franco,Jara,74,198347
,Majeed,Waris,74,198420
,Dominick,Drexler,74,198617
,Nampalys,Mendy,74,198861
,Nicolas,Isimat-Mirin,74,198868
,Trent,Sainsbury,74,199000
,Alexander,Domínguez,74,199103
Luna,Antonio Manuel,Luna Rodriguez,74,199157
,Bryan,Dabo,74,199170
,Ilja,Nestorovski,74,199274
,Timm,Klose,74,199383
,Eric,Bauthéac,74,199418
Ilie Sánchez,Ilie,Sánchez Farres,74,199562
Jordi Masip,Jordi,Masip López,74,199575
,Michael,Esser,74,200212
,Graeme,Shinnie,74,200302
,Adama,Soumaoro,74,200353
,Ben,Gibson,74,200408
,Tim,Melia,74,200463
,Guillermo,Burdisso,74,200653
,Tolga,Ciğerci,74,200754
,Muhamed,Bešić,74,200765
,Alhassan,Wakaso,74,200773
,Emmanuel,Gigliotti,74,200875
,Brecht,Dejaegere,74,201043
,Ivan,Strinić,74,201139
,Rasmus,Falk Jensen,74,201303
,Frederik,Sørensen,74,201342
Álvaro,Álvaro,Vázquez García,74,201403
,Matt,Doherty,74,201417
,Nemanja,Nikolić,74,201549
Gabrìel,Gabrìel,Vasconcelos F.,74,201931
,Jonathan,Schmid,74,201982
,Siniša,Anđelković,74,202058
,Aziz,Behich,74,202157
,Joao,Plata,74,202184
Patric,Anderson Patric,Aguiar Oliveira,74,202401
,Jack,Stephens,74,202697
,Fabián,Castillo,74,202858
,Rodrigo,Mora,74,202911
,Diego,Chará,74,203067
,Bobby,Reid,74,203502
Welthon,Welthon,Fiel Sampaio,74,203774
,Koffi,Djidji,74,203884
,Marvin,Bakalorz,74,203979
,Paul,Dummett,74,204355
,Benjamin,van Leer,74,204367
Diogo Figueiras,Diogo José,Figueiras,74,204401
,Pape Maly,Diamanka,74,204450
,Joe,Ralls,74,204464
,Luis,Advíncula,74,204539
,Lorenzo,Melgarejo,74,204699
,Renato,Ibarra,74,204738
,Charlie,Taylor,74,204760
,Toni,Leistner,74,204776
Ewerton,Ewerton José,Almeida Santos,74,205194
David Ferreiro,David,Ferreiro Quiroga,74,205212
,Molla,Wagué,74,205243
,Massimo,Luongo,74,205347
,Alex,Pritchard,74,205351
,Jean-Paul,Boëtius,74,205402
,Anthony,Lozano,74,205495
,Jordon,Ibe,74,205540
,Manuel,Pucciarelli,74,205735
,Esteban,Andrada,74,205849
Jairo,Jairo,Samperio Bustara,74,205869
,Alexander,Ring,74,205895
,Silviu,Lung,74,205942
,Willard,Katsande,74,206124
,Amato,Ciciretti,74,206160
João Pereira,João Pedro,da Silva Pereira,74,206407
Moi Gómez,Moisés,Gómez Bordonado,74,206590
,Matt,Hedges,74,206662
,Gōtoku,Sakai,74,207472
,Simon,Tibbling,74,207559
,Emil,Krafth,74,207650
,Thabo,Matlaba,74,207785
,Alfonso,González,74,207984
,Oussama,Tannane,74,208045
,Leandro,Fernández,74,208054
,Samuele,Longo,74,208251
,Dimitrios,Kourmpelis,74,208260
,Romain,Saïss,74,208295
,Robin,Quaison,74,208451
,Adrien,Thomasson,74,208787
,Nawaf,Al Abed,74,208949
,Stefan,Mitrović,74,209547
,José Juan,Vázquez,74,209610
Mattheus Oliveira,Mattheus A.,Gama de Oliveira,74,209621
,Joshua,Brenet,74,209818
,Tomasz,Kędziora,74,210136
Renato Santos,Renato João,Saleiro Santos,74,210258
,Jhon,Córdoba,74,210287
,Jordan,Ikoko,74,210394
,Khalid,Boutaïb,74,210439
Fran Sol,Francisco,Sol Ortiz,74,210441
,Ilya,Kutepov,74,210468
Edgar Ié,Edgar Miguel,Ié,74,210520
,Marc,Stendera,74,210583
,Marc-Oliver,Kempf,74,210719
,Birger,Verstraete,74,210831
,Vincent,Laurini,74,210859
Manquillo,Javier,Manquillo Gaitán,74,210972
Paulinho,Paulo Sérgio,Mota,74,211014
,Olarenwaju,Kayode,74,211048
Fernandinho,Da Conceição,Fernando Henrique,74,211108
,Corentin,Jean,74,211239
,Janik,Haberer,74,211879
,Odisseas,Vlachodimos,74,211990
,Adis,Jahović,74,212107
,Lazar,Marković,74,212125
,Darko,Lazović,74,212127
,Nicolae,Stanciu,74,212207
,Yannick,Gerhardt,74,212245
,Riechedly,Bazoer,74,212269
,Clinton,Njie,74,212273
Cho Hyun Woo,Hyun Woo,Cho,74,212432
,Mateo,Pavlović,74,212449
Tiago Silva,Tiago Rafael,Maia Silva,74,212474
,Romain,Philippoteaux,74,212519
,Levin,Öztunalı,74,213134
,Kaku Guélor,Kanga,74,213353
,Flavien,Tait,74,213388
,Diego,Valdés,74,213597
,Felipe,Mora,74,213620
,Ben,Pearson,74,213689
,Abderrazak,Hamdallah,74,213761
,Nicolás,Vikonis,74,214076
,Ayron,del Valle,74,214209
,Matías,Laba,74,214594
,Juan,Ramírez,74,214665
,Lucas,Villafañez,74,214973
,Juan,Musso,74,214979
,Rodrigo,Rey,74,215069
,Guillermo,Ortíz,74,215070
,Édson,Puch,74,215103
,Gino,Peruzzi,74,215181
,Cristian,Lema,74,215228
,Jonathan,Silva,74,215322
,Leonardo,Jara,74,215331
Jason,David Jason,Remeseiro Salgueiro,74,215616
,Damir,Kreilach,74,215886
Rafael Vaz,Rafael,Vaz dos Santos,74,215901
,Fernando,Monetti,74,215985
,Ignacio,Fernández,74,215998
,Damián,Musto,74,216019
,Federico,Carrizo,74,216055
,Antonio,Di Gaudio,74,216079
,Anwar,El Ghazi,74,216433
Álvaro García,Álvaro,García Rivera,74,216447
,Juan Pablo,Añor,74,216468
,Franco,Mussis,74,216706
,Kendall,Waston,74,216811
Álex Moreno,Alexandre,Moreno Lopera,74,217036
Zainadine,Zainadine,Chavango Júnior,74,217235
,Didier,Ndong,74,218359
Pozo,José Ángel,Pozo la Rosa,74,218746
,Ignacio,Pussetto,74,219536
,Luca,Rizzo,74,219758
Chema Rodríguez,José Manuel,Rodríguez Benito,74,219777
,Hamari,Traoré,74,219789
Tana,Pedro Tanausú,Domínguez Placeres,74,219808
Zaldúa,Joseba,Zaldúa Bengoetxea,74,220132
,Jason,Denayer,74,220182
,Valentin,Vada,74,220609
,Florent,Hadergjonaj,74,220620
,Renato,Tapia,74,220673
,Rafael Santos,Borré,74,220883
,Jaïro,Riedewald,74,221269
,Dominic,Calvert-Lewin,74,221479
,Luciano,Acosta,74,221634
,Ollie,Watkins,74,221697
,Enzo,Crivelli,74,221740
,Miloš,Jojić,74,221838
,Peter,Žulj,74,221931
,Patrick,Roberts,74,221982
,Bernard,Mensah,74,222457
,Zinedine,Ferhat,74,222515
,Martin,Ødegaard,74,222665
,Warner,Hahn,74,222900
,Andrés,Chávez,74,223066
,Aytaç,Sulu,74,223142
,Ozan,Tufan,74,223154
,Edoardo,Goldaniga,74,223524
,Octavio,Rivero,74,223685
,Stefan,Lainer,74,223724
,Sofyan,Amrabat,74,224158
,Ivaylo,Chochev,74,224202
,Alexandr,Tashaev,74,224719
,Keagan,Dolly,74,225139
,Duje,Ćaleta-Car,74,225263
,Emiliano,Velázquez,74,225299
,Billy,Ketkeophomphone,74,198264
,Franco,Jara,74,198347
,Majeed,Waris,74,198420
,Dominick,Drexler,74,198617
,Nampalys,Mendy,74,198861
,Nicolas,Isimat-Mirin,74,198868
,Trent,Sainsbury,74,199000
,Alexander,Domínguez,74,199103
Luna,Antonio Manuel,Luna Rodriguez,74,199157
,Bryan,Dabo,74,199170
,Ilja,Nestorovski,74,199274
,Timm,Klose,74,199383
,Eric,Bauthéac,74,199418
Ilie Sánchez,Ilie,Sánchez Farres,74,199562
Jordi Masip,Jordi,Masip López,74,199575
,Michael,Esser,74,200212
,Graeme,Shinnie,74,200302
,Adama,Soumaoro,74,200353
,Ben,Gibson,74,200408
,Tim,Melia,74,200463
,Guillermo,Burdisso,74,200653
,Tolga,Ciğerci,74,200754
,Muhamed,Bešić,74,200765
,Alhassan,Wakaso,74,200773
,Ryota,Morioka,74,232294
Maurício,Maurício,de Carvalho António,74,232310
,Federico,Ricca,74,232437
,Sebastián,Bertoli,74,232543
,Chidozie,Awaziem,74,232693
,Mason,Mount,74,233064
,Samuel,Grandsir,74,233550
Vitor Bueno,Vitor,Frezarin Bueno,74,234126
Luiz Araújo,Luiz,Araújo,74,234128
,Oghenekaro,Etebo,74,234457
,Valentin,Rosier,74,234730
,Konstantinos,Laifis,74,234774
,Adama,Diakhaby,74,234924
Pedro Rebocho,Pedro Miguel,Braga Rebocho,74,234930
João Amaral,João Pedro,Reis Amaral,74,234949
,Malang,Sarr,74,235454
Álvaro Jiménez,Álvaro José,Jiménez Guerrero,74,235623
Pol Lirola,Pol Mikel,Lirola Kosok,74,235875
,Ezequiel,Barco,74,236007
Davidson,Davidson,da Luz Pereira,74,237135
,Yordan,Osorio,74,237297
Bruno Xadas,Bruno Alexandre,Vieira Almeida,74,237670
,Amadou,Haidara,74,238463
,Alexandru,Bălută,74,239117
Diogo Figueiras,Diogo José,Figueiras,74,204401
,Pape Maly,Diamanka,74,204450
,Joe,Ralls,74,204464
,Luis,Advíncula,74,204539
,Lorenzo,Melgarejo,74,204699
,Maarten,Stekelenburg,73,2147
,Gareth,Barry,73,6826
,Tim,Howard,73,16254
,Nicolas,Penneteau,73,18122
,David,Pizarro,73,24248
,Steve,von Bergen,73,45083
,Markus,Rosenberg,73,46175
,Allan,McGregor,73,49000
,Peter,Crouch,73,51257
,Eldin,Jakupović,73,52326
Cifuentes,Alberto,Cifuentes Martínez,73,110638
Riesgo,Asier,Riesgo Unamuno,73,110974
,Rod,Fanni,73,116308
,Michael,Rensing,73,121937
,Stijn,Schaars,73,137109
,Boštjan,Cesar,73,139274
Aitor Sanz,Aitor,Sanz Martín,73,142499
,Fabián,Cubero,73,142818
,Jonás,Gutiérrez,73,142822
,Javier,Gandolfi,73,142942
,Luciano,Pocrnjic,73,143598
,Yalçın,Ayhan,73,143799
,Muhammet,Demir,73,143809
Seoane,Fernando,Seoane Antelo,73,145996
,Jaroslav,Drobný,73,150278
,Romain,Salin,73,150477
,Jason,Puncheon,73,152514
,Edgar,Barreto,73,152922
,Manuel,Pasqual,73,154634
Shin Hwa Yong,Hwa Yong,Shin,73,155344
,Aiden,McGeady,73,155885
,Joe,Lewis,73,156253
,Yoan,Gouffran,73,156650
,Marco,Russ,73,157716
,Scott,Carson,73,157804
,Ken,Reichel,73,158394
,Willem,Janssen,73,158800
,Julio,Barroso,73,158956
,Leonardo,Pisculichi,73,158969
Oriol Riera,Oriol,Riera Magem,73,159581
Élton,Élton José,Xavier Gomes,73,159818
,Ben,Watson,73,160292
,Jérémy,Ménez,73,160766
Zapater,Alberto,Zapater Arjol,73,162047
,Fernando,Amorebieta,73,162123
,James,Morrison,73,162981
,Julien,Féret,73,163804
,Brad,Guzan,73,164505
Edinho,Arnaldo Edi,Lopes da Silva,73,164857
,Joe,Ledley,73,165190
,Olivier,Veigneau,73,165232
,Nicolás,Navarro,73,165493
,Leonardo,Ulloa,73,165788
Molinero,Francisco José,Molinero Calderón,73,166664
Danilo Silva,Danilo,Aparecido da Silva,73,167379
,Kirill,Nababkin,73,167601
,Nicklas,Bendtner,73,167706
,Jérémy,Sorbon,73,167936
,Hugo,Rodallega,73,168565
,Danijel,Milićević,73,168732
,Tarik,Elyounoussi,73,169317
,Andreas,Ulmer,73,169324
,Markus,Suttner,73,169345
,Pablo,Mouche,73,172019
,José María,Basanta,73,172077
,Gabriel,Peñalba,73,172100
Carlos Martínez,Carlos,Martínez Díaz,73,172283
Javi Varas,Javier,Varas Herrera,73,172684
,Lewis,Grabban,73,172960
,Federico,Dionisi,73,173132
,Rhys,Williams,73,173703
,Niko,Bungert,73,175962
Hélder Barbosa,Hélder Jorge,Rodrigues Barbosa,73,176029
,Jelle,Vossen,73,176137
,Christian,Marrugo,73,176545
,Pablo,Armero,73,176605
,Adrián,Ramos,73,176619
,Per,Karlsson,73,176717
,Tore,Reginiussen,73,177280
,Kévin,Monnet-Paquet,73,177712
Sergio Sánchez,Sergio,Sánchez Ortega,73,178171
,Romain,Danzé,73,178251
,Scott,Arfield,73,178287
,Abdou Razack,Traoré,73,178323
,Daniel,Ciofani,73,178475
,Uğur,Demirok,73,178600
Adrián González,Adrián,González Morales,73,178616
Miguel Torres,Miguel,Torres Gómez,73,178746
,Rouwen,Hennings,73,179516
,Mario,Gavranović,73,179565
Pablo Hernández,Pablo,Hernández Dominguez,73,179591
,Luis,Robles,73,179820
,Dame,N'Doye,73,179875
,Marcel,Heller,73,179891
,Eren,Derdiyok,73,179972
,Craig,Cathcart,73,180706
,Kengo,Nakamura,73,180754
,Tomáš,Hořava,73,181123
,Jakob,Johansson,73,181383
,Rasmus,Bengtsson,73,181445
,Romain,Genevois,73,181456
,Vassilis,Torosidis,73,181459
,Danny,Vukovic,73,181481
,Mile,Jedinák,73,181483
,Mapou,Yanga-M'Biwa,73,181560
,Mitchell,Langerak,73,182435
,Robbie,Kruse,73,182440
,Mahmut,Tekdemir,73,182670
,Brian,Sarmiento,73,182731
,Nikica,Jelavić,73,182763
,Diego,Vera,73,182864
,Marcello,Gazzola,73,183188
,Henri,Saivet,73,183256
,Fabien,Lemoine,73,183287
,Jonny,Howson,73,183422
,Nacer,Barazite,73,183519
,Jesús,Molina,73,183581
,Alexander,Grünwald,73,183644
,Teddy,Chevalier,73,183955
,Lamine,Koné,73,184082
Orlando Sá,Orlando Carlos,Braga de Sá,73,184136
,Kevin,Wolze,73,184273
Sergio Tejera,Sergio,Tejera Rodríguez,73,184417
,Luis,Ardente,73,184422
,Alex,Smithies,73,184436
,Martin,Olsson,73,184472
,Nicolás,Sánchez,73,184626
,Dan,Gosling,73,184749
,Sebastian,Ribas,73,185199
,Deniz,Kadah,73,185260
,Vegard,Forren,73,185394
,Matty,James,73,186139
,Luke,Ayling,73,186156
,Kyle,Bartley,73,186158
,Maciej,Rybus,73,186347
,Siem,de Jong,73,186452
,Khaled,Adénon,73,186567
,Samuel,Di Carmine,73,186614
,Geoff,Cameron,73,186672
,Matías,Pérez García,73,186745
,Alexander,Büttner,73,186982
,Jesús,Dueñas,73,186992
,Dmitriy,Kombarov,73,187492
,Frédéric,Sammaritano,73,187988
,Artem,Kravets,73,188058
,Fabrizio,Cacciatore,73,188334
Wallace,Wallace,Reis Silva,73,188370
,Carlos,Carmona,73,188413
,Stijn,Wuytens,73,188416
,Pasquale,Schiattarella,73,188541
,Marco,Sau,73,188616
,Thomas,Heurtaux,73,188654
,Igor,Lewczuk,73,188762
,Delvin,N'Dinga,73,188763
Alex Bergantiños,Alejandro,Bergantiños García,73,188931
,Marcelo,Estigarribia,73,188992
,Jamie,Murphy,73,189148
,Aron,Gunnarsson,73,189167
Fidel,Fidel,Chaves de la Torre,73,189172
,John,Fleck,73,189177
João Aurélio,João Miguel,Coimbra Aurélio,73,189221
Nélson Oliveira,Nélson Miguel,Castro Oliveira,73,189303
,Josef,Šural,73,189480
Diego Farías,Diego,Farías da Silva,73,189485
,Harrison,Afful,73,189514
,Andrea,Rispoli,73,189557
,Marko,Vejinović,73,189715
,Samuel,Armenteros,73,189723
,Vito,Wormgoor,73,189899
,Yevhen,Seleznyov,73,189975
,André,Hansen,73,190459
,Daniel,Opare,73,190494
,Grégory,Sertic,73,190502
,Omar,Gonzalez,73,190560
,Julian,Schieber,73,190664
,Mike,Frantz,73,190671
,Yasin,Öztekin,73,190748
,Kian,Hansen,73,190942
,David,Jensen,73,190947
,Ivan,Obradović,73,191198
Botía,Alberto Tomás,Botía Rabasco,73,191688
,Luis,Rodríguez,73,192045
Welinton,Welinton,Souza Silva,73,192091
,Kristoffer,Nordfeldt,73,192129
Ruben Lima,Ruben Alexandre,Rocha Lima,73,192156
,Christopher,Buchtmann,73,192321
,Edwin,Cardona,73,192342
Juan Villar,Juan,Villar Vázquez,73,192490
,Reinhold,Yabo,73,192560
Marc Mateu,Marc,Mateu Sanjuán,73,192634
,Riad,Nouri,73,193001
,Christian,Clemens,73,193098
,Jens,Stryger Larsen,73,193133
,Christian,Santos,73,193169
,Adama,Traoré,73,193177
,Chris,Mavinga,73,193278
,Karl,Darlow,73,193331
,Haris,Seferović,73,193408
,Shaun,Hutchinson,73,193549
,Tom,Lees,73,193569
,Sam,Clucas,73,193884
,Necip,Uysal,73,193945
,Julian,Börner,73,194015
,Kevin,Long,73,194146
,Knowledge,Musona,73,194171
,Fallou,Diagne,73,194196
Daniel Ayala,Daniel,Sánchez Ayala,73,194334
,Luca,Marrone,73,194753
,Yaya,Sanogo,73,196932
Ignasi Miquel,Ignasi,Miquel i Pons,73,196935
Iñigo Pérez,Iñigo,Pérez Soto,73,196942
,Marvin,Ducksch,73,197031
Arribas,Alejandro,Arribas Garrido,73,197890
,Aymen,Abdennour,73,198076
Raul García,Raúl,García Carnero,73,198240
,Tim,Ream,73,198261
,Sebastián,Dubarbier,73,198386
,Paulus,Arajuuri,73,198479
,Anthony,Ujah,73,198554
,Martin,Linnes,73,198599
,Andy,Najar,73,198705
,Vincent,Pajot,73,198836
Raúl Lizoain,Raúl,Lizoain Cruz,73,199101
,Bryan,Linssen,73,199386
,Pablo,Chavarría,73,199387
,Matías,Aguirregaray,73,199392
Deivid,David Omar,Rodríguez Barrera,73,199409
,Taulant,Xhaka,73,199504
,Konstantinos,Lamprou,73,199568
,Almog,Cohen,73,199661
Renato Neto,Renato,Neto Cardoso Porto,73,199663
,Daniel,Royer,73,199729
,Marcin,Kamiński,73,199761
,Bartosz,Bereszyński,73,199763
,Anders,Christiansen,73,199792
,Aras,Özbiliz,73,200106
,Stefan,Ortega,73,200159
,Youness,Mokhtar,73,200275
,Benito,Raman,73,200429
,Lukas,Hinterseer,73,200433
Guilherme,Guilherme,Costa Marques,73,200438
Camilo,Camilo,da Silva Sanvezzo,73,200446
,Steven,Skrzybski,73,200473
,Tom,Ince,73,200521
,Jeffrey,Schlupp,73,200759
,Abdenasser,El Khayati,73,200831
,Bogdan,Stancu,73,200911
,Oliver,Sorg,73,201016
,Gaëtan,Bussmann,73,201025
Álex Pérez,Alejandro,Pérez Navarro,73,201149
,Afriyie,Acquah,73,201223
,Federico,Santander,73,201335
,Ryder,Matos,73,201363
Juankar,Juan Carlos,Pérez López,73,201509
,Diego,Fagundez,73,201895
,Gustav,Wikheim,73,201967
,Conor,Coady,73,202048
,Benik,Afobe,73,202052
,Darlington,Nagbe,73,202078
,Marvin,Knoll,73,202106
,Simon,Zoller,73,202276
,Facundo,Quignon,73,202331
Javi Espinosa,Javier,Espinosa González,73,202476
,Tom,Carroll,73,202491
,Gianluca,Caprari,73,202848
,Oscar,Hiljemark,73,202944
Wellington Nem,Wellington,S. Sánchez Aguiar,73,203279
,Britt,Assombalonga,73,203304
,Chris,Löwe,73,203544
,Tommy,Smith,73,203783
Rodrigo Galo,Rodrigo,Galo Brito,73,203810
,Gabriel,Hauche,73,203872
,Lucas,Andersen,73,203903
,Jan,Bořil,73,204125
